party_id,party_name,party_description
PP444,Vote For A Change,
PP449,Islam Zinda Baad Platform,
PP451,Get Britain Back Party,
PP456,Supporting Greenshoots,
PP463,Demanding Honesty In Politics And Whitehall,
PP468,CH.A.N.G.E.,
PP470,Newcastle Academy with Christian Values Party,
PP475,The Caleb Party,
PP482,Glasnost Party,
PP487,Tiger's Eye,
PP507,The Scottish Jacobite Party,
PP514,Money Reform Party,
PP521,PFRC,
PP526,Equal Parenting Alliance,
PP533,Mums' Army,
PP538,Lewisham Peoples' Alliance,
PP540,Procapitalism,
PP545,Save Our NHS Group,
PP552,The Clarendon Terrace Society,
PP557,MK Independent,
PP564,The Roman Party. Ave!,
PP569,Men's Representative Party,
PP571,TRIP'S Party,
PP576,The New Aristocracy,
PP583,The Blah Party,
PP588,The Had Enough Party,
PP588,The Had Enough Party,The Had Enough Party
PP588,The Had Enough Party,Had Enough
PP588,The Had Enough Party,Have You Had Enough
PP590,Red and Green Alliance Party,
PP595,East Herts People,
PP603,The Dragon Party,
PP608,Middle England Party,
PP610,Enterprise Party,
PP615,East Kilbride Alliance,
PP622,People Before Profit Alliance,
PP627,Independent Action,
PP627,Independent Action,The Inclusive Party
PP627,Independent Action,A Better Future For Everybody
PP627,Independent Action,Putting People First
PP627,Independent Action,True Patriotic Party For Everyone
PP627,Independent Action,The Grey Party
PP627,Independent Action,The Grey Party (John Worrow)
PP627,Independent Action,Grey Party - For a healthier environment
PP627,Independent Action,Grey Party - For Lower Council Tax
PP627,Independent Action,The Grey Party - For Fair Play
PP627,Independent Action,Grey Party - The Inclusive Party
PP627,Independent Action,Grey Party - We Put People First
PP627,Independent Action,Grey Party - For Council Tax Justice
PP634,The Street Party,
PP641,Party Party,
PP646,East Lindsey Independent Group,
PP653,The Dover Alliance,
PP658,Newtown Independent Party,
PP660,The Borders Party,
PP660,The Borders Party,Standing up for the Scottish Borders
PP660,The Borders Party,Better for the Borders
PP660,The Borders Party,Borders Party Better for the Borders
PP660,The Borders Party,Borders Party Best for the Borders
PP660,The Borders Party,Best for the Borders
PP665,Nine Per Cent Growth Party,
PP672,Independent Republican Party,
PP677,Albion Party,
PP684,Libertarian Party,
PP684,Libertarian Party,Repeal then reform
PP684,Libertarian Party,Repeal first then reform
PP684,Libertarian Party,Libertarian Party UK
PP684,Libertarian Party,Vote the same get the same
PP684,Libertarian Party,"Your Life, Your Country, Your Choice"
PP684,Libertarian Party,"Liberty, worth voting for"
PP684,Libertarian Party,No more income tax
PP689,Fianna Fáil - The Republican Party,
PP691,ENG,
PP696,Left List,
PP696,Left List,The Left Party
PP696,Left List,Left Alternative
PP704,First For Kirkby,
PP704,First For Kirkby,Putting Kirkby First
PP704,First For Kirkby,"From the community, for the community"
PP704,First For Kirkby,"Our Kirkby, Our Future"
PP709,The PPE,
PP711,Kirklees Save Our Services,
PP716,The Popular Voice Party,
PP723,British People's Alliance,
PP728,Social Liberalist Party,
PP730,Yes 2 Europe,
PP735,Weybridge Independents,
PP735,Weybridge Independents,Weybridge & St. George’s Independents (Joint description with St. George’s Independents)
PP742,Pro Democracy: Libertas.eu,
PP742,Pro Democracy: Libertas.eu,L21
PP742,Pro Democracy: Libertas.eu,New Dawn For Europe:Libertas.eu
PP742,Pro Democracy: Libertas.eu,Declan Ganley's Libertas.eu
PP742,Pro Democracy: Libertas.eu,Pan European: Libertas.eu
PP747,Jury Team,
PP747,Jury Team,Jury Team
PP747,Jury Team,The Jury Team
PP747,Jury Team,Jury Team Party
PP747,Jury Team,The Jury Team Party
PP747,Jury Team,Jury Team Independents
PP747,Jury Team,Politics without Parties
PP747,Jury Team,Politics with Principles
PP747,Jury Team,Politics for the People
PP747,Jury Team,"Democracy, Accountability, Transparency"
PP747,Jury Team,Democracy 2.0
PP747,Jury Team,Backing Independent Candidates
PP72,Weekly Worker,
PP761,Independent Save Our Green Belt,
PP761,Independent Save Our Green Belt,Independent Save Our Green Belt
PP761,Independent Save Our Green Belt,Independent Hands Off Our Green Belt
PP761,Independent Save Our Green Belt,Save Castle Point Green Belt
PP761,Independent Save Our Green Belt,Save Canvey Island Green Belt
PP761,Independent Save Our Green Belt,Save Benfleet Canvey Hadleigh Thundersly Greenbelt
PP761,Independent Save Our Green Belt,Castle Point Independent Party
PP761,Independent Save Our Green Belt,Benfleet Hadleigh Thundersly Independent Party
PP761,Independent Save Our Green Belt,Save Our Green Belt Party
PP761,Independent Save Our Green Belt,Castle Point Green Belt Campaign
PP761,Independent Save Our Green Belt,Green Belt Campaign
PP766,Alliance for Workers' Liberty,
PP766,Alliance for Workers' Liberty,Alliance for Workers' Liberty
PP773,People Before Profit Alliance,
PP773,People Before Profit Alliance,People Before Profit Alliance
PP778,The Birthday Party,
PP780,Liberators,
PP780,Liberators,Liberators - Liberators.org.uk
PP780,Liberators,Constitutionalists
PP780,Liberators,Liberalists
PP780,Liberators,Mutualists
PP780,Liberators,Voluntarists
PP780,Liberators,Voluntaryists
PP785,Bushra Irfan of Blackburn,
PP785,Bushra Irfan of Blackburn,Giving the power back to you
PP785,Bushra Irfan of Blackburn,Vote for real change
PP785,Bushra Irfan of Blackburn,Because Blackburn deserves better
PP785,Bushra Irfan of Blackburn,Freeing the people of Blackburn
PP785,Bushra Irfan of Blackburn,Giving people of Blackburn the choice
PP785,Bushra Irfan of Blackburn,"New era, new time, your voice"
PP785,Bushra Irfan of Blackburn,"Blackburn, rise - the people need you"
PP785,Bushra Irfan of Blackburn,"No postal votes, make your mark"
PP785,Bushra Irfan of Blackburn,"Make time, vote and make history"
PP785,Bushra Irfan of Blackburn,"Bushra wise, Blackburn rise"
PP785,Bushra Irfan of Blackburn,"Boycott postal vote, avoid labour fraud"
PP792,Britainthinks,
PP792,Britainthinks,1 Nation. 60 Million Opinions.
PP792,Britainthinks,Have Your Say
PP797,Impact Party,
PP800,Beavers Cranford Party,
PP800,Beavers Cranford Party,Rising Sun
PP805,Central Party for Reform,
PP805,Central Party for Reform,Safe in our hands
PP805,Central Party for Reform,See emblem
PP812,INDEPENDENT Leave-the-EU Alliance,
PP812,INDEPENDENT Leave-the-EU Alliance,INDEPENDENT Leave-the-EU Alliance
PP812,INDEPENDENT Leave-the-EU Alliance,Leave-the-EU Alliance
PP812,INDEPENDENT Leave-the-EU Alliance,ILA
PP812,INDEPENDENT Leave-the-EU Alliance,Leave-the-EU
PP812,INDEPENDENT Leave-the-EU Alliance,The Alliance to Leave-the-EU
PP812,INDEPENDENT Leave-the-EU Alliance,Independent to Leave-the-EU
PP812,INDEPENDENT Leave-the-EU Alliance,Independent Alliance to Leave-the-EU
PP817,The Free Democratic Party,
PP817,The Free Democratic Party,Free Democratic Party
PP824,Independents Federation UK,
PP824,Independents Federation UK,Independents Federation UK - Alliance for Democracy
PP824,Independents Federation UK,"Independents Federation UK - Honesty, Integrity, Democracy"
PP824,Independents Federation UK,Independents Federation UK - Independents think Independently
PP824,Independents Federation UK,Independents Federation UK - For Genuine Democracy
PP824,Independents Federation UK,Independents Federation UK - for REAL change
PP824,Independents Federation UK,Independents Federation UK - for Independent Minds
PP824,Independents Federation UK,Independents Federation UK - Loyal to Constituents
PP824,Independents Federation UK,Independents Federation UK - Your LOCAL Candidate
PP824,Independents Federation UK,Independents Federation UK - No Party Whips
PP824,Independents Federation UK,Independents Federation UK - for Honest Answers
PP824,Independents Federation UK,Independents Federation UK - For Regular Consultation
PP829,Hugh Salmon for Battersea Party,
PP829,Hugh Salmon for Battersea Party,Supporting the Battersea Neighbourhood School Campaign
PP829,Hugh Salmon for Battersea Party,Supporting local charities in Battersea
PP829,Hugh Salmon for Battersea Party,Putting the people of Battersea FIRST
PP829,Hugh Salmon for Battersea Party,Insisting on the best for Battersea
PP829,Hugh Salmon for Battersea Party,Rebranding Clapham Junction as Battersea Central
PP829,Hugh Salmon for Battersea Party,Reclaiming the heart of Battersea
PP829,Hugh Salmon for Battersea Party,Bring on the best for Battersea
PP831,The Residents' Association of Barnet,
PP836,Restoration Party,
PP836,Restoration Party,We will fix Britain
PP843,Church of the Militant Elvis,
PP843,Church of the Militant Elvis,Bus-Pass Elvis Party
PP843,Church of the Militant Elvis,Militant Elvis Anti-Tesco Popular Front
PP843,Church of the Militant Elvis,Elvis Defence League
PP843,Church of the Militant Elvis,Elvis & The Yeti Himalayan Preservation
PP843,Church of the Militant Elvis,Grumpy Old Elvis Party
PP843,Church of the Militant Elvis,Elvis Turns Green Party
PP843,Church of the Militant Elvis,Elvis Loves Pets Party
PP843,Church of the Militant Elvis,Militant Elvis Anti HS2
PP843,Church of the Militant Elvis,Elvis Loves Plebs Party
PP848,Give Our Children A Future Party,
PP848,Give Our Children A Future Party,For democracy with government and opposition
PP848,Give Our Children A Future Party,Against expenses abuse and double jobbing
PP850,The East Yorkshire Independents Party,
PP850,The East Yorkshire Independents Party,Now you have a real choice
PP850,The East Yorkshire Independents Party,Your voice in local government
PP850,The East Yorkshire Independents Party,Bringing common sense to local issues
PP850,The East Yorkshire Independents Party,A fair deal for West Wolds
PP850,The East Yorkshire Independents Party,A fair share for West Wolds
PP850,The East Yorkshire Independents Party,A fair deal for Wolds Towns
PP850,The East Yorkshire Independents Party,"Local issues first, not Central Office"
PP850,The East Yorkshire Independents Party,"West Wolds Independents, Vote for Change"
PP855,Basingstoke Community Party,
PP855,Basingstoke Community Party,Basingstoke Community Party
PP855,Basingstoke Community Party,Saving Basingstoke Mayoral Constitution
PP855,Basingstoke Community Party,First for Basingstoke and Deane
PP855,Basingstoke Community Party,Working Hard for Basingstoke and Deane
PP855,Basingstoke Community Party,Saving the Mayor of Basingstoke
PP855,Basingstoke Community Party,Working in Our Community
PP862,National Alliance,
PP867,Newclear Outline (NO),
PP867,Newclear Outline (NO),Newclear Outline small footprint Beautiful Horizons
PP867,Newclear Outline (NO),Newclear Outline Beautiful Future
PP867,Newclear Outline (NO),Newclear Outline Not Big Ugly Renewables
PP867,Newclear Outline (NO),Newclear Outline Not Big Blade Ugly
PP867,Newclear Outline (NO),Newclear Outline Not Vast Solar Ugly
PP867,Newclear Outline (NO),Newclear Outline Not Establishment Supporting Renewables
PP867,Newclear Outline (NO),Newclear Outline Not Grid Parasitic Renewables
PP867,Newclear Outline (NO),Newclear Outline Not Luddite Renewables Decline
PP867,Newclear Outline (NO),Newclear Outline Not Useless Renewables
PP867,Newclear Outline (NO),Newclear Outline Expanding Horizons
PP874,Convox,
PP874,Convox,The Convox Party
PP874,Convox,The ConVox Party
PP874,Convox,Convox the Poliasist Party
PP874,Convox,Convox the Poliist Party
PP874,Convox,Convox the UK Constituency Voter Party
PP874,Convox,Convox the Constituency Voter Party
PP879,Voices for Women,
PP881,Stockton Independents Association,
PP881,Stockton Independents Association,Stockton Independents Association
PP886,The Party for Poole People Ltd.,
PP886,The Party for Poole People Ltd.,The Party for Poole People
PP886,The Party for Poole People Ltd.,Poole People - Working for Poole
PP886,The Party for Poole People Ltd.,Poole People - Delivering for Poole
PP886,The Party for Poole People Ltd.,Poole People - Standing up for Parkstone
PP886,The Party for Poole People Ltd.,Poole People - Fighting for Poole
PP886,The Party for Poole People Ltd.,Poole People - Working for Oakdale
PP886,The Party for Poole People Ltd.,Poole People - Putting Poole first
PP886,The Party for Poole People Ltd.,Poole People - Working for Hamworthy
PP886,The Party for Poole People Ltd.,Poole People - It's time for change
PP886,The Party for Poole People Ltd.,Poole People - independent and local
PP886,The Party for Poole People Ltd.,Poole People - Working for Parkstone
PP886,The Party for Poole People Ltd.,Poole People - the Borough's independent party
PP893,A-Team Properties,
PP893,A-Team Properties,A-Team Properties
PP898,Congleton First,
PP898,Congleton First,The Independent Voice of Congleton
PP898,Congleton First,Speaking for Congleton
PP898,Congleton First,The Voice of Congleton
PP898,Congleton First,Congleton First
PP898,Congleton First,Congleton 1st
PP898,Congleton First,Congleton First in Cheshire East
PP898,Congleton First,Congleton 1st in Cheshire East
PP901,Eston Independent Party,
PP901,Eston Independent Party,Eston Independent
PP901,Eston Independent Party,Eston Ward Independent
PP901,Eston Independent Party,"Eston, Normanby & Teesville Independent"
PP901,Eston Independent Party,Bankfields Independent
PP901,Eston Independent Party,Grangetown Independent
PP901,Eston Independent Party,Lazenby Independent
PP901,Eston Independent Party,Normanby Independent
PP901,Eston Independent Party,South Bank Independent
PP901,Eston Independent Party,South Lackenby Independent
PP901,Eston Independent Party,Teesville Independent
PP901,Eston Independent Party,Whale Hill Independent
PP901,Eston Independent Party,Wilton Independent
PP906,For England Party,
PP906,For England Party,People politics not party politics
PP906,For England Party,Fighting for the right to be English
PP906,For England Party,"One people, one party, one cause"
PP1695,Shavington First,
PP1695,Shavington First,Shavington First
PP1695,Shavington First,Shavington First and Foremost
PP1695,Shavington First,Shavington Residents
PP1695,Shavington First,First for Shavington
PP1695,Shavington First,Shavington Taxpayers
PP1695,Shavington First,Shavington Party
PP1695,Shavington First,Shavington cum Gresty First
PP1695,Shavington First,Wybunbury First
PP1695,Shavington First,Hough First
PP1695,Shavington First,South Cheshire First
PP1695,Shavington First,Good for Shavington
PP1695,Shavington First,Best for Shavington
PP1715,éirígí,
PP1722,The Republican Socialist Party,
PP1722,The Republican Socialist Party,Republican Socialist Party
PP1722,The Republican Socialist Party,Bermondsey Republican Socialists
PP1722,The Republican Socialist Party,For Democracy and Social Ownership
PP1722,The Republican Socialist Party,Republican Socialist
PP1722,The Republican Socialist Party,Republican Socialist (Scotland)
PP1722,The Republican Socialist Party,Republican Socialist (England)
PP1722,The Republican Socialist Party,For a Peoples Republic
PP1722,The Republican Socialist Party,Republican Socialist (Wales) | Sosialydd Gweriniaethol (Cymru)
PP1727,Wigan Borough Green Socialists,
PP1727,Wigan Borough Green Socialists,Green Socialists For Investment Not Cuts
PP1727,Wigan Borough Green Socialists,Green Sociaists Against The Cuts
PP1727,Wigan Borough Green Socialists,Wigan Borough Ecosocialists
PP1727,Wigan Borough Green Socialists,Ecosocialists Against The Cuts
PP1727,Wigan Borough Green Socialists,Ecosocialists For Investment Not Cuts
PP1727,Wigan Borough Green Socialists,Wigan Socialists
PP1727,Wigan Borough Green Socialists,Wigan Socialists For Investment Not Cuts
PP1727,Wigan Borough Green Socialists,"Wigan, Leigh & Makerfield People’s Alliance"
PP1727,Wigan Borough Green Socialists,Atherton Community Action Against The Cuts
PP1758,Cannabis Law Reform,
PP1758,Cannabis Law Reform,Clear
PP1758,Cannabis Law Reform,Formerly The Legalise Cannabis Alliance
PP1758,Cannabis Law Reform,Cannabis Law Educate and Reform
PP1758,Cannabis Law Reform,British Medicinal Cannabis
PP1758,Cannabis Law Reform,British Medical Cannabis
PP1765,British Democratic Party,
PP1765,British Democratic Party,British Democratic Party | Plaid Democrataidd Prydeinig
PP1765,British Democratic Party,British Democrats
PP1765,British Democratic Party,Brit Dems
PP1765,British Democratic Party,Brit Dems stop immigration leave EU
PP1765,British Democratic Party,British Democrats stop immigration leave EU
PP1765,British Democratic Party,Plaid Democratiadd Prydeinig | British Democratic Party
PP1765,British Democratic Party,Democrataidd Prydeinig | British Democrats
PP1791,Northumbria Party - The North East Party,
PP1791,Northumbria Party - The North East Party,Releasing our region's potential
PP1791,Northumbria Party - The North East Party,Send a Message
PP1791,Northumbria Party - The North East Party,Fighting for Northumbria
PP1791,Northumbria Party - The North East Party,The party of Northumberland
PP1791,Northumbria Party - The North East Party,The party of Tyneside
PP1791,Northumbria Party - The North East Party,Stand up for our region
PP1791,Northumbria Party - The North East Party,Putting the North East First
PP1791,Northumbria Party - The North East Party,Securing a fair deal for Northumbria
PP1791,Northumbria Party - The North East Party,A vote which counts
PP1791,Northumbria Party - The North East Party,Support our youth
PP1804,OneUs,
PP1830,Britain First,
PPm1859,The Homeland Party,
PP1861,Motorcycle Alliance,
PP1861,Motorcycle Alliance,Motorcycle Alliance
PP1861,Motorcycle Alliance,Motorcycle Freedom Alliance
PP1861,Motorcycle Alliance,Freedom Alliance
PP1861,Motorcycle Alliance,Motoring Alliance
PP1861,Motorcycle Alliance,Freedom of Movement Alliance
PP1861,Motorcycle Alliance,Motor Alliance
PP1873,Independent Libertarian Network,
PP1873,Independent Libertarian Network,Independent Libertarian Network | Rhwydwaith Libertariaid Annibynnol
PPm1885,The Monmouth Party,
PP1892,The Fair Party,
PP1892,The Fair Party,Fair to Both Sides
PP1905,The British Empire Party,
PP1912,Young People's Party YPP,
PP1912,Young People's Party YPP,Young People's Party YPP
PP1912,Young People's Party YPP,Young People's Party
PP1912,Young People's Party YPP,YPP Young People's Party
PP1912,Young People's Party YPP,The Young People's Party
PP1912,Young People's Party YPP,Young People's Party UK
PP1917,The Scottish Reformists' Party,
PP1917,The Scottish Reformists' Party,Centre Right Scottish Independence Party
PP1931,National Health Action Party,
PP1931,National Health Action Party,Patients not profits in our NHS
PP1931,National Health Action Party,Patients not Profits
PP1948,PLC Party,
PP1948,PLC Party,COMPLETE OVERHAUL OF THE WELFARE STATE
PP1950,The Community Party,
PP1950,The Community Party,Supporting and protecting our community
PP1950,The Community Party,Representing the interests of our community
PP1950,The Community Party,Representing our community
PP1962,Democracy 2015,
PP1986,Life,
PP1986,Life,Proper Change | Newid Priodol
PP1986,Life,Your Choice. My Choice.
PP1986,Life,Sustainable Prosperity in Posterity
PP1986,Life,Legitimate Infrastructure for a Free Environment
PP1986,Life,The System Change Platform
PP1986,Life,"Feed, clothe and house everybody."
PP1986,Life,"Wellfair, Paid Fair."
PP1986,Life,The Life Party
PP1986,Life,UK Life
PP1986,Life,The UK Life Party
PP1986,Life,Common Sense. Common Purpose.
PP1986,Life,Sustainable Prosperity for All
PP2009,Civil Society and Common Wealth,
PP2009,Civil Society and Common Wealth,Civil Society
PP2016,Save Your Services,
PP2016,Save Your Services,Save Your Services
PP2028,Spennymoor Independents,
PP2028,Spennymoor Independents,Spennymoor Independents People Before Politics
PP2030,Hackney First,
PP2030,Hackney First,Putting Hackney First
PP2030,Hackney First,Let's Put Hackney First
PP2042,Sandown Independents,
PP2042,Sandown Independents,Sandown Independents: Working for Sandown North
PP2042,Sandown Independents,Sandown Independents: Working for Sandown South
PP2042,Sandown Independents,Sandown Independents: Working for Sandown
PP2042,Sandown Independents,Sandown Independents: People Before Politics
PP2042,Sandown Independents,Sandown Independents: Putting Sandown First
PP2042,Sandown Independents,Sandown Independents: Working With Local People
PP2054,Pensioners Peoples Party (PPP),
PP2054,Pensioners Peoples Party (PPP),PPP
PP2054,Pensioners Peoples Party (PPP),Working for health wealth of nation
PP2054,Pensioners Peoples Party (PPP),Exemplu Ducimus | By Example Shall We Lead
PP2078,The Nationwide Party,
PP2117,The Common People,
PP2117,The Common People,The Vulgar Party
PP2136,Independent Labour Group,
PP2136,Independent Labour Group,Democratic Socialist Party
PP2136,Independent Labour Group,The People's Party
PP2136,Independent Labour Group,Harrow First
PP2136,Independent Labour Group,Independent Socialist Group
PP2136,Independent Labour Group,"Independent Labour Group, Harrow First Candidate"
PP2136,Independent Labour Group,Independent Labour Group
PP2143,No Bedroom Tax - No Welfare Cuts,
PP2155,Tower Hamlets First,
PP2155,Tower Hamlets First,Mayor Lutfur Rahman's Team
PP2155,Tower Hamlets First,Lutfur Rahman's Team
PP2155,Tower Hamlets First,Lutfur Rahman's Progressive Alliance
PP2155,Tower Hamlets First,The Mayor's Team
PP2155,Tower Hamlets First,Mayor Lutfur Rahman's Independents
PP2155,Tower Hamlets First,Mayor Lutfur Rahman's Community Alliance
PP2155,Tower Hamlets First,East End Independents
PP2155,Tower Hamlets First,Tower Hamlets First
PP2155,Tower Hamlets First,Putting Tower Hamlets First
PP2155,Tower Hamlets First,Lutfur Rahman: Tower Hamlets First
PP2155,Tower Hamlets First,Lutfur Rahman: Putting Tower Hamlets First
PP2162,The Globelization Liberation Dream Party,
PP2167,Republican Network For Unity,
PP2167,Republican Network For Unity,Saoirse | Freedom
PP2167,Republican Network For Unity,Unity
PP2167,Republican Network For Unity,Socialist : Socialism
PP2167,Republican Network For Unity,Community Action
PP2167,Republican Network For Unity,Justice
PP2167,Republican Network For Unity,Equality
PP2167,Republican Network For Unity,Community Empowerment
PP2167,Republican Network For Unity,Strength
PP2181,Radcliffe Independence Party,
PP2232,Community Action Party,
PP2232,Community Action Party,Ashton Residents
PP2232,Community Action Party,Bryn Residents
PP2232,Community Action Party,Standing up for Ashton
PP2232,Community Action Party,Standing up for Bryn
PP2232,Community Action Party,Save our Ashton
PP2232,Community Action Party,Working for the people
PP2232,Community Action Party,Community Minded
PP2232,Community Action Party,Honesty and Integrity
PP2237,Hoi Polloi,
PP2263,Progressive Party,
PP2263,Progressive Party,Scottish Progressives
PP2263,Progressive Party,English Progressives
PP2263,Progressive Party,Welsh Progressives
PP2263,Progressive Party,British Progressives
PP2263,Progressive Party,Progressive Reform Party
PP2263,Progressive Party,Unionist Reform Party
PP2263,Progressive Party,Progressive Unionist Party
PP2263,Progressive Party,Progressive Unionist Reform Party
PP2263,Progressive Party,Scottish Progressive Reform Party
PP2263,Progressive Party,Liberal Unionist Progressive Party
PP2268,Internet Democrats,
PP2287,Mexborough First,
PP2287,Mexborough First,"Working for Mexborough,the forgotten town."
PP2287,Mexborough First,Put Mexborough First the Forgotten Town
PP2287,Mexborough First,Always putting Mexborough First
PP2287,Mexborough First,Mexborough First for The Forgotten Town
PP2287,Mexborough First,The Forgotten Town
PP2299,Formby Residents Action Group,
PP2299,Formby Residents Action Group,Standing up for Formby Residents
PP2299,Formby Residents Action Group,Standing up for Sefton Residents
PP2299,Formby Residents Action Group,Stop Urban Sprawl
PP2299,Formby Residents Action Group,Hands off the Green Belt
PP2299,Formby Residents Action Group,Community Action not Party Politics
PP2302,Christian Democrat Party for a Consensus,
PP2314,Mitcham Independent Party,
PP2314,Mitcham Independent Party,Representing the people of Mitcham
PP2314,Mitcham Independent Party,Working to improve Mitcham
PP2314,Mitcham Independent Party,Promoting jobs in Mitcham
PP2314,Mitcham Independent Party,Helping preserve Mitcham's environment
PP2338,Campaign West Independent,
PP2338,Campaign West Independent,"Issues, not politics"
PP2345,TLC - The Local Community - Shepton Mallet,
PP2528,Hull Red Labour,
PP2535,Guildford Greenbelt Group,
PP2535,Guildford Greenbelt Group,"Protecting our towns, villages and countryside"
PP2535,Guildford Greenbelt Group,Stopping destruction of Surrey’s green spaces
PP2535,Guildford Greenbelt Group,Preserving Guildford’s greenbelt for our future
PP2535,Guildford Greenbelt Group,Protecting our greenbelt through democracy
PP2566,Campaign,
PP2566,Campaign,Project for an Unidentified Political Object
PP2597,Free United Kingdom Party,
PP2600,Vox Pop,
PP2600,Vox Pop,Voxpop The Voice of The People
PP2617,Macclesfield First,
PP2617,Macclesfield First,Wilmslow First
PP2617,Macclesfield First,Alderley Edge First
PP2617,Macclesfield First,Poynton First
PP2617,Macclesfield First,Macc First
PP2617,Macclesfield First,Shavington First
PP2617,Macclesfield First,Residents of Wilmslow
PP2617,Macclesfield First,Alsager First
PP2617,Macclesfield First,The Macclesfield Independents
PP2624,North East Cheshire Independents,
PP2648,Independent Save Withybush Save Lives,
PP2650,Manston Airport Independent Party,
PP2650,Manston Airport Independent Party,Standing to save Manston
PP2662,Restore the Family For Children's Sake,
PP2662,Restore the Family For Children's Sake,Children's right to both their parents
PP2662,Restore the Family For Children's Sake,Both parents matter
PP2662,Restore the Family For Children's Sake,"Both parents, every child, wherever possible"
PP2662,Restore the Family For Children's Sake,"Both parents, every child, whenever possible"
PP2662,Restore the Family For Children's Sake,Let every child have both parents
PP2662,Restore the Family For Children's Sake,"Contact with both parents, every child"
PP2662,Restore the Family For Children's Sake,Mum and dad for every child
PP2662,Restore the Family For Children's Sake,"Women aren't dads, men aren't mums"
PP2667,Hykeham Independents,
PP2667,Hykeham Independents,Hykeham First
PP2667,Hykeham Independents,North Hykeham First
PP2674,Rebooting Democracy,
PP2674,Rebooting Democracy,Removing the politicians
PP2681,Hucknall First Community Forum,
PP2698,New Dawn,
PP2698,New Dawn,National Federation
PP2698,New Dawn,"Family, Community, Country"
PP2698,New Dawn,The Right Party
PP2698,New Dawn,New Dawn Party Candidate
PP2698,New Dawn,New Dawn Party - British Candidate
PP2698,New Dawn,New Dawn Party - Northern Irish Candidate
PP2698,New Dawn,New Dawn: The Right Party
PP2698,New Dawn,New Dawn Party - Irish Candidate
PP2698,New Dawn,New Dawn Party
PP2698,New Dawn,New Dawn Party - Local Candidate
PP2698,New Dawn,New Dawn Party - Community Candidate
PPm2713,Community Candidate Party,
PP2718,Working Families Party,
PP2718,Working Families Party,Protecting working families
PP2718,Working Families Party,Protecting the working class
PP2718,Working Families Party,Protecting the working people
PP2718,Working Families Party,Promoting ethical business standards
PP2718,Working Families Party,Nationalising the energy companies
PP2718,Working Families Party,Nationalising the railways
PP2720,"Abolish Magna Carta, Reinstate Monarchy",
PP2720,"Abolish Magna Carta, Reinstate Monarchy","Scottish Abolish Magna Carta, Reinstate Monarchy"
PP2720,"Abolish Magna Carta, Reinstate Monarchy","Welsh Abolish Magna Carta, Reinstate Monarchy"
PP2720,"Abolish Magna Carta, Reinstate Monarchy","Irish Abolish Magna Carta, Reinstate Monarchy"
PP2720,"Abolish Magna Carta, Reinstate Monarchy","British Abolish Magna Carta, Reinstate Monarchy"
PP2732,Independent Voice-Community Focus,
PP2802,Abolish The Welsh Assembly Party,
PP2802,Abolish The Welsh Assembly Party,Abolish The Welsh Assembly | Diddymu Cynulliad Cymru
PP58,Mebyon Kernow - The Party for Cornwall,
PP60,Democratic Alliance,
PP77,Plaid Cymru - The Party of Wales,
PP77,Plaid Cymru - The Party of Wales,Plaid Cymru - The Party of Wales
PP77,Plaid Cymru - The Party of Wales,Plaid Cymru - Your Local Party | Plaid Cymru - Eich Plaid Leol Chi
PP77,Plaid Cymru - The Party of Wales,Plaid Cymru: Leader – Leanne Wood | Plaid Cymru: Arweinydd – Leanne Wood
PP77,Plaid Cymru - The Party of Wales,Plaid Cymru - For All of Wales | Plaid Cymru - Dros Gymru Gyfan
PP77,Plaid Cymru - The Party of Wales,Cardiff Plaid – Plaid Cymru Caerdydd
PP84,UK Independence Party (UKIP),
PP84,UK Independence Party (UKIP),United Kingdom Independence Party
PP84,UK Independence Party (UKIP),UKIP
PP84,UK Independence Party (UKIP),UKIP Northern Ireland
PP89,Revolutionary Communist Party Britain (Marxist-Leninist),
PP89,Revolutionary Communist Party Britain (Marxist-Leninist),Fight for an anti-war government
PP123,The Human Rights Party,
PP128,Independent Loughton Residents Association,
PP128,Independent Loughton Residents Association,Loughton Residents Association
PP128,Independent Loughton Residents Association,Independent – Loughton Residents Association
PP130,Scottish Green Party,
PP130,Scottish Green Party,Ban Fracking Now
PP130,Scottish Green Party,Scotland Can Be Bolder
PP130,Scottish Green Party,"A Bolder Parliament, A Better Scotland"
PP130,Scottish Green Party,Kirsten Robb for Central Scotland
PP130,Scottish Green Party,Maggie Chapman for North East Scotland
PP130,Scottish Green Party,Scottish Greens
PP130,Scottish Green Party,Re-elect John Finnie
PP130,Scottish Green Party,Elect Mark Ruskell as Green MSP
PP130,Scottish Green Party,Scottish Greens - Power In Your Hands
PP1951,Independent Network,
PP1951,Independent Network,The Association of English Local Independents
PP1951,Independent Network,North East Independent Network
PP1951,Independent Network,North West Independent Network
PP1951,Independent Network,West Midlands Independent Network
PP1951,Independent Network,East of England Independent Network
PP1951,Independent Network,London Independent Network
PP1951,Independent Network,South East Independent Network
PP1951,Independent Network,South West Independent Network
PP1951,Independent Network,Wales Independent Network
PP1951,Independent Network,Scotland Independent Network
PP1963,Pro Liberty,
PP1963,Pro Liberty,Pro Council Tax Reduction
PP1963,Pro Liberty,No More Foreign Wars
PP1963,Pro Liberty,Live and Let Live
PP1963,Pro Liberty,No Nanny State
PP1963,Pro Liberty,Your Libertarian Candidate
PP1963,Pro Liberty,"Less Government, More Liberty"
